### 	 ACT DR6 combined spectrum ### 
# bin_center, Dl(data, fg sub), sigma(Dl(data))
5.93000000e+02 2.36247216e+03 9.14923160e+01
6.14000000e+02 2.14400969e+03 8.25679394e+01
6.35000000e+02 1.87404609e+03 7.52437982e+01
6.56000000e+02 1.84961568e+03 6.79697416e+01
6.77000000e+02 1.82434630e+03 6.48835628e+01
6.98000000e+02 1.92816545e+03 6.27093119e+01
7.19000000e+02 1.98205849e+03 6.23340825e+01
7.40000000e+02 2.35936101e+03 6.25134040e+01
7.61000000e+02 2.36381508e+03 6.49472119e+01
7.82000000e+02 2.44732819e+03 6.33268224e+01
8.03000000e+02 2.51372517e+03 5.31351318e+01
8.24000000e+02 2.56026648e+03 5.04225879e+01
8.45000000e+02 2.48349125e+03 4.83393990e+01
8.66000000e+02 2.30442822e+03 4.47446883e+01
8.87000000e+02 2.08088500e+03 3.97142162e+01
9.08000000e+02 1.79833877e+03 3.54048782e+01
9.29000000e+02 1.53222753e+03 3.09233463e+01
9.50000000e+02 1.36925026e+03 2.71887903e+01
9.71000000e+02 1.20096016e+03 2.47179855e+01
9.92000000e+02 1.07224882e+03 1.93409512e+01
1.01300000e+03 1.06897632e+03 1.84080715e+01
1.03400000e+03 1.06288103e+03 1.83406116e+01
1.05500000e+03 1.10415081e+03 1.87816075e+01
1.07600000e+03 1.18387817e+03 1.95032966e+01
1.09700000e+03 1.22789870e+03 2.00637340e+01
1.11800000e+03 1.23623582e+03 2.02740620e+01
1.13900000e+03 1.23730024e+03 2.00289523e+01
1.16000000e+03 1.17995025e+03 1.92667491e+01
1.18100000e+03 1.12628973e+03 1.80685433e+01
1.20200000e+03 1.03186887e+03 1.66028643e+01
1.22300000e+03 9.60911664e+02 1.50903364e+01
1.24400000e+03 8.70532908e+02 1.36310306e+01
1.26500000e+03 7.96557155e+02 1.25234196e+01
1.28600000e+03 7.35326449e+02 1.17084390e+01
1.30700000e+03 7.28247111e+02 1.12827385e+01
1.32800000e+03 7.30445152e+02 1.12314446e+01
1.34900000e+03 7.54648807e+02 1.14356000e+01
1.37000000e+03 7.72567940e+02 1.17114558e+01
1.39100000e+03 7.98853957e+02 1.19181593e+01
1.41200000e+03 8.23482503e+02 1.19861846e+01
1.43300000e+03 8.08002054e+02 1.19229116e+01
1.45400000e+03 7.95237235e+02 1.15510434e+01
1.47500000e+03 7.68364250e+02 1.09888217e+01
1.49600000e+03 7.16844342e+02 1.02249830e+01
1.51700000e+03 6.43056327e+02 9.33737258e+00
1.53800000e+03 5.74714690e+02 8.40810671e+00
1.55900000e+03 5.11062700e+02 7.54779303e+00
1.58000000e+03 4.60015971e+02 6.85885081e+00
1.60100000e+03 4.23110788e+02 6.31437141e+00
1.62200000e+03 4.04296396e+02 5.98324852e+00
1.64300000e+03 3.89997860e+02 5.79743148e+00
1.66400000e+03 3.91941368e+02 5.72957293e+00
1.68500000e+03 3.95495850e+02 5.71892890e+00
1.70600000e+03 3.98757399e+02 5.71501671e+00
1.72700000e+03 3.88215756e+02 5.72483152e+00
1.74800000e+03 3.95557232e+02 5.64276324e+00
1.76900000e+03 3.84936035e+02 5.49972444e+00
1.79000000e+03 3.68925221e+02 5.28341175e+00
1.81100000e+03 3.52014441e+02 5.00490081e+00
1.83200000e+03 3.19673923e+02 4.69480940e+00
1.85300000e+03 2.91571890e+02 4.37927202e+00
1.87400000e+03 2.74741678e+02 4.10529030e+00
1.89500000e+03 2.59257878e+02 3.87355030e+00
1.91600000e+03 2.50793700e+02 3.68395865e+00
1.93700000e+03 2.38736701e+02 3.57546796e+00
1.95800000e+03 2.40032251e+02 3.49840046e+00
1.97900000e+03 2.34206807e+02 3.47241197e+00
2.00000000e+03 2.29061705e+02 3.46306656e+00
2.02100000e+03 2.36453378e+02 3.43210714e+00
2.04200000e+03 2.31358722e+02 3.39090851e+00
2.06300000e+03 2.29663189e+02 3.32414086e+00
2.08400000e+03 2.16440159e+02 3.21524260e+00
2.10500000e+03 2.12344481e+02 3.07567818e+00
2.12600000e+03 1.96306902e+02 2.91320898e+00
2.14700000e+03 1.72758060e+02 2.74600482e+00
2.16800000e+03 1.67770682e+02 2.57698731e+00
2.18900000e+03 1.53292225e+02 2.43062117e+00
2.21000000e+03 1.37080702e+02 2.30680830e+00
2.23100000e+03 1.30553707e+02 2.19795160e+00
2.25200000e+03 1.29048653e+02 2.11618733e+00
2.27300000e+03 1.21419196e+02 2.05982556e+00
2.29400000e+03 1.17407438e+02 2.01957291e+00
2.31500000e+03 1.11488865e+02 1.99234881e+00
2.33600000e+03 1.14900469e+02 1.96802164e+00
2.35700000e+03 1.13710828e+02 1.94905738e+00
2.37800000e+03 1.14391366e+02 1.91183777e+00
2.39900000e+03 1.07138273e+02 1.87161397e+00
2.42000000e+03 9.82360428e+01 1.82113879e+00
2.44100000e+03 9.62576867e+01 1.76400716e+00
2.46200000e+03 8.81693290e+01 1.70818846e+00
2.48300000e+03 8.66784668e+01 1.65041684e+00
2.50400000e+03 7.74664339e+01 1.58845777e+00
2.52500000e+03 7.77139342e+01 1.54443074e+00
2.54600000e+03 7.06404423e+01 1.50521915e+00
2.56700000e+03 6.81854397e+01 1.47529502e+00
2.58800000e+03 7.05522791e+01 1.45684596e+00
2.60900000e+03 6.71293230e+01 1.43969478e+00
2.63000000e+03 6.42973979e+01 1.42392112e+00
2.65100000e+03 6.15422905e+01 1.41155272e+00
2.67200000e+03 5.98991235e+01 1.39619778e+00
2.71300000e+03 5.54454852e+01 7.54884207e-01
2.77400000e+03 4.82037116e+01 7.14637888e-01
2.83500000e+03 3.91775065e+01 6.75030729e-01
2.89600000e+03 3.40067376e+01 6.45500102e-01
2.95700000e+03 3.13272232e+01 6.31088206e-01
3.01800000e+03 2.75277635e+01 6.19170884e-01
3.07900000e+03 2.45792402e+01 6.07728138e-01
3.14000000e+03 2.20537320e+01 5.95061837e-01
3.20100000e+03 1.79983273e+01 5.90350918e-01
3.26200000e+03 1.62069080e+01 5.87484118e-01
3.32300000e+03 1.49898454e+01 5.85299550e-01
3.38400000e+03 1.36357074e+01 5.82949461e-01
3.44500000e+03 1.17118239e+01 5.83118534e-01
3.50600000e+03 1.00242457e+01 5.86162805e-01
3.56700000e+03 8.45973537e+00 5.90744048e-01
3.62800000e+03 8.22401506e+00 5.96435769e-01
3.68900000e+03 8.84865147e+00 6.04260441e-01
3.75000000e+03 6.42521311e+00 6.11440847e-01
3.81100000e+03 6.45789314e+00 6.18114573e-01
3.87200000e+03 5.29756634e+00 6.31909448e-01
3.96300000e+03 4.13197921e+00 4.60104372e-01
4.08400000e+03 3.23907272e+00 4.80584636e-01
4.20500000e+03 3.23345988e+00 5.03794411e-01
4.32600000e+03 2.91127915e+00 5.32236701e-01
4.44700000e+03 2.31612878e+00 5.63737872e-01
4.56800000e+03 1.95308992e+00 5.98505342e-01
4.68900000e+03 2.61957282e+00 6.45280243e-01
4.81000000e+03 1.72748435e+00 7.01258716e-01
4.93100000e+03 -3.08199251e-01 7.48735029e-01
5.05200000e+03 8.23777696e-01 8.06903337e-01
5.17300000e+03 1.00170284e-01 8.84438941e-01
5.29400000e+03 1.75639679e-01 9.57939178e-01
5.41500000e+03 8.89702416e-01 1.02767535e+00
5.53600000e+03 -2.40789557e-01 1.09315266e+00
5.65700000e+03 4.72269443e-01 1.15196741e+00
5.77800000e+03 1.33101429e+00 1.22419270e+00
5.89900000e+03 -2.99666242e+00 1.30446615e+00
6.02000000e+03 1.41878886e-01 1.39946641e+00
6.14100000e+03 1.96390293e-02 1.51560454e+00
6.26200000e+03 -1.16651170e+00 1.65819731e+00
6.38300000e+03 -8.45690594e-01 1.79214681e+00
6.50400000e+03 1.69307028e+00 1.92196018e+00
6.62500000e+03 -3.93507021e+00 2.08426464e+00
6.74600000e+03 5.43759622e+00 2.29796890e+00
6.86700000e+03 -5.13273530e-01 2.50636137e+00
6.98800000e+03 9.99925863e-01 2.74061133e+00
7.10900000e+03 5.86406044e+00 3.02011718e+00
7.23000000e+03 4.65320348e-01 3.27952505e+00
7.35100000e+03 6.77288178e-01 3.49312568e+00
7.47200000e+03 3.18939121e+00 3.72119426e+00
7.59300000e+03 1.12345843e+01 4.01267105e+00
7.71400000e+03 6.53155373e+00 4.37643706e+00
7.83500000e+03 4.49586789e+00 4.72762547e+00
7.95600000e+03 -3.19565103e+00 5.10188827e+00
8.07700000e+03 -2.52656578e+00 5.52424800e+00
8.19800000e+03 -4.33770037e-01 5.95948772e+00
8.31900000e+03 6.38697254e+00 6.45777577e+00
